clientsid,cli_no,date,cli_name,address,phone,rep_no,branch_no,birth_date,last_trade,addr,city,state,zip,lname,fname,middle,soc_sec,employer,empaddr,nocontact,customerid,lastmodify,addr2,longname,acct_type,inact_date,nac_date,jtsoc_sec,jtname,jtdob,closed,rap,cru_date,m_addr,m_addr2,m_city,m_state,m_zip
NULL,"999942198",2002/12/06 00:00:00,"QUERTY, JUDITH C","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","YUMA","AZ","85365-","QUERTY","JUDITH C",NULL,"999-94-2198",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999942282",2003/01/07 00:00:00,"WITRES, CHARLES K","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","EXETER","NH","03833-3002","WITRES","CHARLES K",NULL,"999-94-2282",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999942787",2002/11/11 00:00:00,"KOLS, SANDRA J","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","ROCHESTER","NH","03867-","KOLS","SANDRA J",NULL,"999-94-2787",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999946118",2002/12/19 00:00:00,"WALLACE, CAROL","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","KITTERY","ME","03904-","WALLACE","CAROL",NULL,"999-94-6118",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999946468",2002/11/22 00:00:00,"HACKMAN, JUSTIN C","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,1946/08/11 00:00:00,NULL,"123 SKYWOOD DRIVE NORTH PARK O","ROCHESTER","NH","03867-8004","HACKMAN","JUSTIN C",NULL,"999-94-6468",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999946527",2003/03/07 00:00:00,"JUJU, RACHEL","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","ELIOT","ME","03903-","JUJU","RACHEL",NULL,"999-94-6527",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999947448",2002/12/09 00:00:00,"LEE, PETER","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,1947/06/15 00:00:00,1996/11/08 00:00:00,"123 SKYWOOD DRIVE NORTH PARK O","Ft. North","TX","76179-","LEE","PETER",NULL,"999-94-7448",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"99997448R",2003/09/27 00:00:00,"POLINE, PETER","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,1947/06/15 00:00:00,1996/11/08 00:00:00,"999 HARRIS TIME PKWY OLYMPIA W","Ft. North","TX","76179-","POLINE","PETER",NULL,"999-97-448R",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999967347",2003/03/07 00:00:00,"AUILE, ROGER","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","MILTON HILLS","NH","03852-","AUILE","ROGER",NULL,"999-96-7347",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999980151",2003/03/07 00:00:00,"KEWEUI, NORMAN","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","MANCHESTER","NH","03109-","KEWEUI","NORMAN",NULL,"999-98-0151",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999982363",2002/12/06 00:00:00,"RESTE, IRENE K","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","SEABROOK","NH","03874-","RESTE","IRENE K",NULL,"999-98-2363",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999986854",2003/03/07 00:00:00,"RAINDEER, DIANNE","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","BARRINGTON","NH","03825-","RAINDEER","DIANNE",NULL,"999-98-6854",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999987212",2002/12/19 00:00:00,"WOOD, MARCI A","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","DOVER","NH","03820-","WOOD","MARCI A",NULL,"999-98-7212",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999987238",2003/03/07 00:00:00,"DESK, KATHY","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","DOVER","NH","03820-","DESK","KATHY",NULL,"999-98-7238",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999987935",2002/11/17 00:00:00,"CHAIR, LAURA","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","CONCORD","NH","03301-","CHAIR","LAURA",NULL,"999-98-7935",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999988496",2002/11/10 00:00:00,"PENS, STEPHEN N","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","ROCHESTER","NH","03839-4940","PENS","STEPHEN N",NULL,"999-98-8496",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"99998674J",2002/11/11 00:00:00,"PENN, LLEWELLYN A","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,1948/08/08 00:00:00,NULL,"123 SKYWOOD DRIVE NORTH PARK O","ROCHESTER","NH","03867-8123","PENN","LLEWELLYN A",NULL,"999-98-674J",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999988996",2003/03/07 00:00:00,"GLASS, STEPHEN","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","ROCHESTER","NH","03839-","GLASS","STEPHEN",NULL,"999-98-8996",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999989460",2003/01/05 00:00:00,"BROWN, STEPHEN E","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","DOVER","NH","03820-4349","BROWN","STEPHEN E",NULL,"999-98-9460",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999989804",2002/12/07 00:00:00,"BLACK, JESSICA A","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","NORTH BERWICK","ME","03906-","BLACK","JESSICA A",NULL,"999-98-9804",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999901597",2003/04/13 00:00:00,"DUTCHESS, KERRY L","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,1951/06/24 00:00:00,NULL,"123 SKYWOOD DRIVE NORTH PARK O","BARRINGTON","NH","03825-","DUTCHESS","KERRY L",NULL,"999-90-1597",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999902448",2002/11/08 00:00:00,"SINGER, RALPH J","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,1948/04/18 00:00:00,NULL,"999 HARRIS TIME PKWY OLYMPIA W","E ROCHESTER","NH","03868-8408","SINGER","RALPH J",NULL,"999-90-2448",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999905712",2003/03/07 00:00:00,"SCREAMER, PAT","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","NORTH BERWICK","ME","03906-","SCREAMER","PAT",NULL,"999-90-5712",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999907524",2002/11/10 00:00:00,"MEDALS, KATHLEEN J","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","NORTH OLMSTED","NH","44070-5082","MEDALS","KATHLEEN J",NULL,"999-90-7524",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999908461",2003/04/27 00:00:00,"WALLACE, LEON W","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","ROCHESTER","NH","03868-8723","WALLACE","LEON W",NULL,"999-90-8461",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999925848",2003/03/07 00:00:00,"WINDOWS, DEBORAH","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","CONCORD","NH","03301-","WINDOWS","DEBORAH",NULL,"999-92-5848",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999940905",2002/12/07 00:00:00,"CUPS, WILLIAM","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","BERWICK","ME","03901-","CUPS","WILLIAM",NULL,"999-94-0905",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999941199",2003/01/07 00:00:00,"COFFEE, STEPHANIE G","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","BERWICK","ME","03901-2309","COFFEE","STEPHANIE G",NULL,"999-94-1199",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999945205",2002/12/08 00:00:00,"ERASER, BARRY L","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","BARRINGTON","NH","03825-","ERASER","BARRY L",NULL,"999-94-5205",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999945370",2002/11/11 00:00:00,"BOZ, DIANA M","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,1952/12/30 00:00:00,NULL,"999 HARRIS TIME PKWY OLYMPIA W","ROLLINSFORD","NH","03869-5103","BOZ","DIANA M",NULL,"999-94-5370",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"99995458R",2003/03/27 00:00:00,"ZINGER, KATHERINE","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,1952/05/14 00:00:00,NULL,"123 SKYWOOD DRIVE NORTH PARK O","KITTERY","ME","03905-","ZINGER","KATHERINE",NULL,"999-95-458R",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999962849",2002/12/30 00:00:00,"LASTLY, ROBERT J","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","CAPE NEDDICK","ME","03902-0377","LASTLY","ROBERT J",NULL,"999-96-2849",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"99993545J",2002/12/28 00:00:00,"WINTERS, JOHN E","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","KILLINGTON","VT","05751-","WINTERS","JOHN E",NULL,"999-93-545J",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999963609",2002/12/30 00:00:00,"HALEY, CATHERINE M","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","NEWFIELDS","NH","03856-","HALEY","CATHERINE M",NULL,"999-96-3609",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999963620",2002/12/08 00:00:00,"JULES, LORRAINE F","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","RAYMOND","NH","03077-","JULES","LORRAINE F",NULL,"999-96-3620",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999963760",2002/12/26 00:00:00,"SAMS, DIANE","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","SOMERWORTH","NH","03878-","SAMS","DIANE",NULL,"999-96-3760",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999966084",2003/03/07 00:00:00,"DINGY, JUDITH","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","CONCORD","NH","03302-","DINGY","JUDITH",NULL,"999-96-6084",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999966294",2003/03/07 00:00:00,"DASTERD, NORA","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","BONITA SPRINGS","FL","34134-","DASTERD","NORA",NULL,"999-96-6294",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999966513",2003/03/07 00:00:00,"BASLEY, ROBERT","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","MOUNT DESERT","ME","04660-","BASLEY","ROBERT",NULL,"999-96-6513",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999966711",2003/01/03 00:00:00,"LUNG, LINDA L","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","PORTSMOUTH","NH","03801-","LUNG","LINDA L",NULL,"999-96-6711",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999966751",2002/12/12 00:00:00,"HEART, RANDOLPH","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","ROCHESTER","NH","03867-","HEART","RANDOLPH",NULL,"999-96-6751",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999983316",2003/03/07 00:00:00,"FOOT, REBECCA","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","DOVER","NH","03820-","FOOT","REBECCA",NULL,"999-98-3316",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999983523",2002/11/11 00:00:00,"HANDS, JOHN D","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","NOTTINGHAM","NH","03290-5914","HANDS","JOHN D",NULL,"999-98-3523",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999983626",2002/12/07 00:00:00,"WILLIS, LAURIE","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","EXETER","NH","03833-","WILLIS","LAURIE",NULL,"999-98-3626",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999983697",2002/11/10 00:00:00,"FRANKS, RICHARD","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","DOVER","NH","03820-4147","FRANKS","RICHARD",NULL,"999-98-3697",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999983911",2003/01/07 00:00:00,"PARKS, CAROL A","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","GREENLAND","NH","03840-6209","PARKS","CAROL A",NULL,"999-98-3911",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999984114",2003/03/07 00:00:00,"TIM, SHEILA","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","MIDDLETON","NH","03887-","TIM","SHEILA",NULL,"999-98-4114",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999987523",2003/01/03 00:00:00,"JOHNS, JOHN D","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","NOTTINGHAM","NH","03290-","JOHNS","JOHN D",NULL,"999-98-7523",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999988949",2002/12/07 00:00:00,"LONGLY, JUNE L","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","NEWFIELDS","NH","03856-8406","LONGLY","JUNE L",NULL,"999-98-8949",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999989331",2003/03/07 00:00:00,"DEARBORN, LINDA","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","MILTON","NH","03851-","DEARBORN","LINDA",NULL,"999-98-9331",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999989517",2003/03/07 00:00:00,"DEADERS, GAIL","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","ELIOT","ME","03903-","DEADERS","GAIL",NULL,"999-98-9517",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999989976",2002/12/12 00:00:00,"POLLIS, LYNN","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","ROCHESTER","NH","03868-","POLLIS","LYNN",NULL,"999-98-9976",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999901552",2003/01/04 00:00:00,"JACKS, SANDRA KAY","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O",NULL,"NH",NULL,"JACKS","SANDRA KAY",NULL,"999-90-1552",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999902513",2003/03/07 00:00:00,"QUERTY, SCOTT","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","NORTH HAMPTON","NH","03862-","QUERTY","SCOTT",NULL,"999-90-2513",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999903602",2003/02/21 00:00:00,"WITRES, DARLEEN J","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,1962/01/31 00:00:00,NULL,"123 SKYWOOD DRIVE NORTH PARK O","E LEBANON","ME","04027-","WITRES","DARLEEN J",NULL,"999-90-3602",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999905810",2003/04/04 00:00:00,"KOLS, BRIAN J","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,1977/06/11 00:00:00,NULL,"999 HARRIS TIME PKWY OLYMPIA W","DOVER","NH","03820-","KOLS","BRIAN J",NULL,"999-90-5810",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999908330",2002/12/13 00:00:00,"WALLACE, JULIE M","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","MADBURY","NH","03820-","WALLACE","JULIE M",NULL,"999-90-8330",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999926311",2003/03/07 00:00:00,"HACKMAN, EILEEN","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","PORTSMOUTH","NH","03801-","HACKMAN","EILEEN",NULL,"999-92-6311",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
